sourceId,year,branch,gender,skillCategory,placed,cgpa,codingScore,communicationScore,internships
2024408,2025,CSM,Male,SQL,1,9.5,8.4,6.3,1
2024409,2025,CSM,Male,Machine Learning,1,7.5,9.4,5.2,3
2024410,2025,CSM,Male,Machine Learning,0,6.2,8.7,6.7,0
2024411,2025,CSM,Male,Machine Learning,1,8.5,9.7,8.8,2
2024412,2025,CSM,Male,Data Visualization,1,8.7,9.0,5.9,1
2024413,2025,CSM,Male,Data Visualization,1,6.6,9.7,8.8,2
2024414,2025,CSM,Male,Data Visualization,0,7.1,8.6,8.8,1
2024415,2025,CSM,Female,C,0,8.4,7.8,7.5,1
2024416,2025,CSM,Female,C,0,8.8,9.0,6.0,0
2024417,2025,CSM,Female,C,0,7.2,9.3,7.1,1
2024418,2025,CSM,Female,Python,1,7.8,8.1,9.0,3
2024419,2025,CSM,Female,Python,0,7.5,7.9,6.0,0
2024420,2025,CSM,Female,Python,1,8.7,9.8,6.3,2
2024421,2025,CSM,Female,Java,0,7.8,8.9,7.1,0
2024422,2025,CSM,Female,Java,0,7.2,7.9,8.0,1
2024423,2025,CSM,Female,Java,1,8.1,9.8,6.0,2
2024424,2025,CSM,Female,SQL,0,7.1,7.1,8.1,1
2024425,2025,CSM,Female,SQL,1,8.3,7.7,5.3,2
2024426,2025,CSM,Female,SQL,1,9.5,9.8,6.5,3
2024427,2025,CSM,Female,Machine Learning,1,6.2,9.8,8.2,3
2024428,2025,CSM,Female,Machine Learning,0,7.0,8.0,5.3,1
2024429,2025,CSM,Female,Machine Learning,1,9.3,9.8,8.0,3
2024430,2025,CSM,Female,Data Visualization,1,9.1,8.7,5.6,0
2024431,2025,CSM,Female,Data Visualization,1,6.9,9.2,9.0,2
2024432,2025,CSM,Female,Data Visualization,0,8.5,8.4,7.8,0
2024433,2026,CSE,Male,C,1,8.8,9.3,7.9,0
2024434,2026,CSE,Male,C,0,6.1,6.7,9.0,1
2024435,2026,CSE,Male,C,1,7.7,9.8,5.4,3
2024436,2026,CSE,Male,Python,1,9.5,9.8,6.5,3
2024437,2026,CSE,Male,Python,1,8.7,9.8,7.3,1
2024438,2026,CSE,Male,Python,0,7.0,8.7,8.4,1
2024439,2026,CSE,Male,Java,1,8.3,9.0,8.7,3
2024440,2026,CSE,Male,Java,1,7.8,9.2,8.7,1
2024441,2026,CSE,Male,Java,1,7.3,8.9,9.0,1
2024442,2026,CSE,Male,SQL,0,7.3,9.3,6.2,1
2024443,2026,CSE,Male,SQL,1,8.9,9.8,5.7,0
2024444,2026,CSE,Male,SQL,1,9.4,9.8,9.2,2
2024445,2026,CSE,Male,Machine Learning,1,9.2,9.7,6.7,3
2024446,2026,CSE,Male,Machine Learning,1,8.9,9.8,8.2,2
2024447,2026,CSE,Male,Machine Learning,1,7.6,8.6,8.2,3
2024448,2026,CSE,Male,Data Visualization,1,8.4,9.0,7.2,1
2024449,2026,CSE,Male,Data Visualization,1,9.2,9.8,6.8,2
2024450,2026,CSE,Male,Data Visualization,0,6.7,9.0,8.9,1
2024451,2026,CSE,Female,C,0,6.1,7.0,6.2,1
2024452,2026,CSE,Female,C,1,7.8,9.5,5.5,2
2024453,2026,CSE,Female,C,0,7.5,7.6,7.0,2
2024454,2026,CSE,Female,Python,0,7.5,8.0,5.2,1
2024455,2026,CSE,Female,Python,1,8.1,9.8,8.8,2
2024456,2026,CSE,Female,Python,1,8.1,8.3,6.4,3
2024457,2026,CSE,Female,Java,1,8.1,9.2,8.1,2
2024458,2026,CSE,Female,Java,1,9.4,8.3,5.5,1
2024459,2026,CSE,Female,Java,0,6.7,7.7,9.0,0
2024460,2026,CSE,Female,SQL,1,8.2,9.8,7.7,0
2024461,2026,CSE,Female,SQL,0,6.4,7.3,6.8,1
2024462,2026,CSE,Female,SQL,0,6.4,8.8,6.3,2
2024463,2026,CSE,Female,Machine Learning,1,6.4,8.0,8.7,3
2024464,2026,CSE,Female,Machine Learning,1,6.9,9.2,7.0,2
2024465,2026,CSE,Female,Machine Learning,1,7.5,9.8,5.9,2
2024466,2026,CSE,Female,Data Visualization,1,9.3,9.8,8.5,1
2024467,2026,CSE,Female,Data Visualization,1,9.3,9.8,7.0,0
2024468,2026,CSE,Female,Data Visualization,1,8.6,8.9,8.2,1
2024469,2026,CSD,Male,C,1,8.1,8.9,6.6,1
2024470,2026,CSD,Male,C,0,8.3,7.9,5.7,0
2024471,2026,CSD,Male,C,0,7.7,8.3,8.6,1
2024472,2026,CSD,Male,Python,0,6.2,8.7,5.6,0
2024473,2026,CSD,Male,Python,0,6.7,8.6,7.3,0
2024474,2026,CSD,Male,Python,0,6.7,7.1,7.2,1
2024475,2026,CSD,Male,Java,0,6.2,8.3,7.1,1
2024476,2026,CSD,Male,Java,1,9.5,9.6,7.3,3
2024477,2026,CSD,Male,Java,0,6.5,7.9,8.5,0
2024478,2026,CSD,Male,SQL,0,6.4,8.6,6.8,2
2024479,2026,CSD,Male,SQL,0,6.0,6.8,8.0,3
2024480,2026,CSD,Male,SQL,1,8.2,9.5,6.8,1
2024481,2026,CSD,Male,Machine Learning,1,7.8,8.5,6.7,1
2024482,2026,CSD,Male,Machine Learning,1,8.2,9.8,5.4,2
2024483,2026,CSD,Male,Machine Learning,0,6.2,9.4,7.9,1
2024484,2026,CSD,Male,Data Visualization,0,7.5,8.9,7.9,0
2024485,2026,CSD,Male,Data Visualization,0,8.1,8.6,6.4,0
2024486,2026,CSD,Male,Data Visualization,1,8.5,8.0,8.7,2
2024487,2026,CSD,Female,C,1,7.7,9.5,8.7,1
2024488,2026,CSD,Female,C,0,7.5,7.3,9.0,1
2024489,2026,CSD,Female,C,0,7.6,8.9,8.3,1
2024490,2026,CSD,Female,Python,1,9.2,9.8,5.5,2
2024491,2026,CSD,Female,Python,1,9.0,8.6,7.9,0
2024492,2026,CSD,Female,Python,1,8.9,9.1,6.0,1
2024493,2026,CSD,Female,Java,1,9.6,9.1,7.3,2
2024494,2026,CSD,Female,Java,1,9.0,9.8,8.6,2
2024495,2026,CSD,Female,Java,0,7.7,7.5,6.8,0
2024496,2026,CSD,Female,SQL,1,8.9,9.2,7.1,0
2024497,2026,CSD,Female,SQL,1,8.2,8.3,9.1,1
2024498,2026,CSD,Female,SQL,1,9.3,9.8,7.4,2
2024499,2026,CSD,Female,Machine Learning,1,8.1,9.2,7.2,0
2024500,2026,CSD,Female,Machine Learning,0,6.7,8.1,6.2,1
2024501,2026,CSD,Female,Machine Learning,0,8.2,8.0,7.1,0
2024502,2026,CSD,Female,Data Visualization,1,7.1,9.7,5.4,2
2024503,2026,CSD,Female,Data Visualization,0,7.6,8.6,7.1,0
2024504,2026,CSD,Female,Data Visualization,1,9.2,8.8,8.0,1
2024505,2026,EEE,Male,C,0,8.5,8.9,5.3,1
2024506,2026,EEE,Male,C,0,8.1,7.4,6.6,1
2024507,2026,EEE,Male,C,1,8.4,8.6,9.2,1
2024508,2026,EEE,Male,Python,0,7.1,9.5,8.4,1
2024509,2026,EEE,Male,Python,0,7.3,7.9,8.7,1
2024510,2026,EEE,Male,Python,0,6.1,7.1,8.4,0
2024511,2026,EEE,Male,Java,0,7.7,7.7,9.2,1
2024512,2026,EEE,Male,Java,1,8.6,8.1,8.5,1
2024513,2026,EEE,Male,Java,0,7.2,7.1,7.1,3
2024514,2026,EEE,Male,SQL,0,7.4,7.6,7.0,1
2024515,2026,EEE,Male,SQL,0,8.2,8.9,5.7,0
2024516,2026,EEE,Male,SQL,0,9.2,7.8,5.5,0
2024517,2026,EEE,Male,Machine Learning,0,6.6,8.8,7.9,0
2024518,2026,EEE,Male,Machine Learning,1,8.5,7.9,5.3,3
2024519,2026,EEE,Male,Machine Learning,0,6.7,8.9,5.2,1
2024520,2026,EEE,Male,Data Visualization,0,7.8,9.3,6.5,1
2024521,2026,EEE,Male,Data Visualization,0,6.6,8.2,8.3,0
2024522,2026,EEE,Male,Data Visualization,0,6.2,7.8,5.8,1
2024523,2026,EEE,Female,C,0,7.5,8.9,5.6,0
2024524,2026,EEE,Female,C,1,9.0,9.2,8.4,2
2024525,2026,EEE,Female,C,0,6.9,7.4,8.7,2
2024526,2026,EEE,Female,Python,1,9.5,9.8,5.3,2
2024527,2026,EEE,Female,Python,1,8.4,9.8,8.3,2
2024528,2026,EEE,Female,Python,0,6.9,8.7,8.3,2
2024529,2026,EEE,Female,Java,1,9.2,9.8,5.3,0
2024530,2026,EEE,Female,Java,0,7.6,9.1,5.7,0
2024531,2026,EEE,Female,Java,1,9.5,9.8,7.0,2
2024532,2026,EEE,Female,SQL,0,7.2,8.5,8.7,1
2024533,2026,EEE,Female,SQL,0,8.8,8.2,5.5,1
2024534,2026,EEE,Female,SQL,1,9.2,8.3,7.0,2
2024535,2026,EEE,Female,Machine Learning,0,6.4,9.6,6.4,0
2024536,2026,EEE,Female,Machine Learning,0,6.8,7.8,8.6,1
2024537,2026,EEE,Female,Machine Learning,1,8.7,9.3,6.8,2
2024538,2026,EEE,Female,Data Visualization,1,9.1,9.8,6.9,0
2024539,2026,EEE,Female,Data Visualization,0,7.6,7.6,9.0,0
2024540,2026,EEE,Female,Data Visualization,0,8.1,7.2,6.1,0
2024541,2026,AIML,Male,C,1,9.5,8.7,9.2,1
2024542,2026,AIML,Male,C,1,9.3,9.8,7.2,1
2024543,2026,AIML,Male,C,0,6.4,8.6,8.4,2
2024544,2026,AIML,Male,Python,0,6.6,7.6,6.9,0
2024545,2026,AIML,Male,Python,1,7.8,9.2,5.8,1
2024546,2026,AIML,Male,Python,0,7.5,9.2,5.7,1
2024547,2026,AIML,Male,Java,0,6.5,8.0,8.3,2
2024548,2026,AIML,Male,Java,1,8.0,9.8,7.3,0
2024549,2026,AIML,Male,Java,1,9.2,9.8,5.3,0
2024550,2026,AIML,Male,SQL,0,7.5,8.2,5.9,1
2024551,2026,AIML,Male,SQL,0,6.5,8.7,6.4,1
2024552,2026,AIML,Male,SQL,0,6.6,7.9,6.8,0
2024553,2026,AIML,Male,Machine Learning,0,6.8,8.2,6.5,0
2024554,2026,AIML,Male,Machine Learning,1,9.2,9.4,6.5,1
2024555,2026,AIML,Male,Machine Learning,1,7.4,9.8,7.2,0
2024556,2026,AIML,Male,Data Visualization,1,7.4,9.8,7.9,2
2024557,2026,AIML,Male,Data Visualization,1,8.0,9.1,5.7,1
2024558,2026,AIML,Male,Data Visualization,1,8.1,8.2,7.0,3
2024559,2026,AIML,Female,C,0,7.9,8.5,5.9,1
2024560,2026,AIML,Female,C,0,8.7,8.3,5.3,0
2024561,2026,AIML,Female,C,1,8.2,9.8,6.3,0
2024562,2026,AIML,Female,Python,1,7.7,9.8,7.5,0
2024563,2026,AIML,Female,Python,1,8.9,8.9,8.4,1
2024564,2026,AIML,Female,Python,0,6.7,8.5,8.3,0
2024565,2026,AIML,Female,Java,1,8.6,9.8,8.2,2
2024566,2026,AIML,Female,Java,1,6.9,8.4,7.8,2
2024567,2026,AIML,Female,Java,1,8.4,9.0,9.0,2
2024568,2026,AIML,Female,SQL,1,9.5,9.2,8.2,3
2024569,2026,AIML,Female,SQL,1,8.4,9.8,7.1,1
2024570,2026,AIML,Female,SQL,1,9.2,8.2,6.7,1
2024571,2026,AIML,Female,Machine Learning,0,6.3,9.0,5.9,2
2024572,2026,AIML,Female,Machine Learning,1,7.1,9.8,7.1,1
2024573,2026,AIML,Female,Machine Learning,1,7.8,9.4,7.1,1
2024574,2026,AIML,Female,Data Visualization,1,7.7,8.7,5.4,2
2024575,2026,AIML,Female,Data Visualization,1,8.7,8.8,8.6,0
2024576,2026,AIML,Female,Data Visualization,0,6.6,8.1,5.6,2
2024577,2026,IT,Male,C,0,7.1,8.2,9.0,1
2024578,2026,IT,Male,C,1,9.2,9.8,6.5,2
2024579,2026,IT,Male,C,1,9.4,9.8,6.0,0
2024580,2026,IT,Male,Python,1,9.0,9.8,6.3,2
2024581,2026,IT,Male,Python,1,7.8,9.5,5.5,2
2024582,2026,IT,Male,Python,0,7.5,8.5,8.8,0
2024583,2026,IT,Male,Java,0,7.7,8.8,8.3,0
2024584,2026,IT,Male,Java,1,8.5,7.8,8.5,2
2024585,2026,IT,Male,Java,1,9.0,8.7,5.3,1
2024586,2026,IT,Male,SQL,1,9.3,8.8,5.6,0
2024587,2026,IT,Male,SQL,1,9.3,7.8,8.9,0
2024588,2026,IT,Male,SQL,1,8.0,9.2,8.1,1
2024589,2026,IT,Male,Machine Learning,0,6.7,7.3,8.4,0
2024590,2026,IT,Male,Machine Learning,0,6.5,7.3,7.5,1
2024591,2026,IT,Male,Machine Learning,1,7.0,9.2,7.0,3
2024592,2026,IT,Male,Data Visualization,1,8.8,9.8,6.5,0
2024593,2026,IT,Male,Data Visualization,1,8.1,8.5,6.8,3
2024594,2026,IT,Male,Data Visualization,1,9.3,8.4,5.6,1
2024595,2026,IT,Female,C,0,6.7,6.8,8.9,2
2024596,2026,IT,Female,C,1,9.6,9.8,5.8,0
2024597,2026,IT,Female,C,1,9.4,8.3,8.9,1
2024598,2026,IT,Female,Python,1,7.3,9.3,7.2,2
2024599,2026,IT,Female,Python,1,8.3,9.8,8.4,3
2024600,2026,IT,Female,Python,0,8.1,8.2,5.4,0
2024601,2026,IT,Female,Java,1,9.5,9.1,5.4,0
2024602,2026,IT,Female,Java,1,8.7,8.9,6.0,1
2024603,2026,IT,Female,Java,1,8.0,8.6,8.3,3
2024604,2026,IT,Female,SQL,1,7.9,9.1,7.4,1
2024605,2026,IT,Female,SQL,0,8.0,8.3,5.6,0
2024606,2026,IT,Female,SQL,0,6.3,7.0,6.0,1
2024607,2026,IT,Female,Machine Learning,1,8.9,9.8,7.6,2
2024608,2026,IT,Female,Machine Learning,0,7.6,7.8,6.2,0
2024609,2026,IT,Female,Machine Learning,1,9.6,9.8,8.1,1
2024610,2026,IT,Female,Data Visualization,1,8.8,9.8,7.6,2
2024611,2026,IT,Female,Data Visualization,1,8.6,8.0,5.4,1
2024612,2026,IT,Female,Data Visualization,0,6.4,7.2,8.8,0
2024613,2026,CSM,Male,C,1,9.3,9.6,5.8,1
2024614,2026,CSM,Male,C,1,8.2,8.6,5.6,1
2024615,2026,CSM,Male,C,1,7.2,8.9,5.9,3
2024616,2026,CSM,Male,Python,1,8.4,9.5,9.0,2
2024617,2026,CSM,Male,Python,0,6.3,8.8,5.3,1
2024618,2026,CSM,Male,Python,1,9.0,8.4,6.1,0
2024619,2026,CSM,Male,Java,1,9.2,8.1,8.9,2
2024620,2026,CSM,Male,Java,1,8.6,9.8,7.6,1
2024621,2026,CSM,Male,Java,1,8.9,8.5,9.1,1
2024622,2026,CSM,Male,SQL,1,7.7,7.9,7.2,3
2024623,2026,CSM,Male,SQL,0,6.9,7.8,8.1,2
2024624,2026,CSM,Male,SQL,1,8.6,8.4,6.5,1
2024625,2026,CSM,Male,Machine Learning,0,6.5,7.4,7.4,1
2024626,2026,CSM,Male,Machine Learning,1,7.1,9.8,5.4,2
2024627,2026,CSM,Male,Machine Learning,1,7.7,8.9,6.4,1
2024628,2026,CSM,Male,Data Visualization,1,9.1,8.4,5.5,1
2024629,2026,CSM,Male,Data Visualization,0,7.4,7.8,5.6,0
2024630,2026,CSM,Male,Data Visualization,1,7.2,9.7,6.4,2
2024631,2026,CSM,Female,C,1,9.0,9.2,5.5,1
2024632,2026,CSM,Female,C,1,8.9,8.0,8.4,0
2024633,2026,CSM,Female,C,1,9.0,9.0,7.7,0
2024634,2026,CSM,Female,Python,1,8.0,8.4,5.7,1
2024635,2026,CSM,Female,Python,1,8.6,8.9,9.1,0
2024636,2026,CSM,Female,Python,1,8.6,8.3,6.6,1
2024637,2026,CSM,Female,Java,0,6.6,7.1,7.4,0
2024638,2026,CSM,Female,Java,1,8.4,8.3,8.5,1
2024639,2026,CSM,Female,Java,1,8.3,9.8,5.4,1
2024640,2026,CSM,Female,SQL,1,6.9,9.8,9.0,2
2024641,2026,CSM,Female,SQL,1,7.5,8.2,5.9,3
2024642,2026,CSM,Female,SQL,1,8.6,9.8,7.4,3
2024643,2026,CSM,Female,Machine Learning,1,6.6,9.8,9.1,1
2024644,2026,CSM,Female,Machine Learning,1,9.4,9.2,5.5,0
2024645,2026,CSM,Female,Machine Learning,0,6.1,7.7,7.6,1
2024646,2026,CSM,Female,Data Visualization,1,9.1,9.8,5.2,0
2024647,2026,CSM,Female,Data Visualization,0,6.9,9.0,8.8,1
2024648,2026,CSM,Female,Data Visualization,0,6.5,7.4,6.4,2
